PLAYER,POS,TGT,TGT/G,COMPLETION %,RUSHING ATT,RA/G,G,FPTS,FPTS/G
Theo Riddick (FA),RB,6,1.2,83.33,6,1.2,5,10.7,2.1
Reggie Gilliam (BUF),RB,2,0.14,100.0,0,0.0,14,9.6,0.7
Artavis Pierce (FA),RB,0,0.0,,6,1.2,5,9.4,1.9
Michael Burton (KC),RB,4,0.27,100.0,7,0.47,15,8.6,0.6
Marlon Mack (IND),RB,3,3.0,100.0,4,4.0,1,8.6,8.6
Anthony Sherman (FA),RB,2,0.17,50.0,3,0.25,12,8.3,0.7
Jonathan Ward (ARI),RB,1,0.07,100.0,0,0.0,14,8.1,0.6
Trenton Cannon (SF),RB,3,0.21,100.0,10,0.71,14,7.9,0.6
Khari Blasingame (TEN),RB,5,0.33,80.0,0,0.0,15,7.9,0.5
Alex Armah Jr. (WAS),RB,9,0.56,55.56,6,0.38,16,7.7,0.5
Buddy Howell (LAR),RB,2,0.14,50.0,16,1.14,14,7.7,0.6
Dontrell Hilliard (TEN),RB,1,0.14,100.0,9,1.29,7,6.0,0.9
Elijhaa Penny (NYG),RB,3,0.21,66.67,6,0.43,14,5.5,0.4
Jonathan Williams (WAS),RB,4,0.8,100.0,1,0.2,5,4.6,0.9
Austin Walter (NYJ),RB,1,0.25,100.0,1,0.25,4,4.0,1.0
Andy Janovich (CLE),RB,5,0.36,40.0,2,0.14,14,3.7,0.3
Rashaad Penny (SEA),RB,0,0.0,,11,3.67,3,3.4,1.1
Bo Scarbrough (LV),RB,0,0.0,,6,6.0,1,3.1,3.1
Jason Huntley (PHI),RB,2,0.4,50.0,5,1.0,5,2.9,0.6
Chandler Cox (FA),RB,2,0.25,100.0,0,0.0,8,2.9,0.4
Scottie Phillips (HOU),RB,1,0.12,100.0,2,0.25,8,2.6,0.3
Lamar Miller (FA),RB,2,2.0,100.0,0,0.0,1,2.6,2.6
LeVante Bellamy (FA),RB,1,0.2,100.0,4,0.8,5,2.6,0.5
Rico Dowdle (DAL),RB,0,0.0,,7,0.47,15,2.4,0.2
D.J. Foster (FA),RB,1,0.1,100.0,2,0.2,10,1.9,0.2
Gabe Nabers (LAC),RB,7,0.44,71.43,2,0.12,16,1.8,0.1
Craig Reynolds (DET),RB,1,0.5,100.0,1,0.5,2,1.7,0.9
Cullen Gillaspia (NYG),RB,1,0.14,100.0,0,0.0,7,1.6,0.2
Dwayne Washington (NO),RB,0,0.0,,8,0.73,11,1.5,0.1
Tony Jones Jr. (NO),RB,0,0.0,,3,3.0,1,1.3,1.3
Senorise Perry (FA),RB,0,0.0,,2,0.29,7,0.9,0.1
Dexter Williams (CLE),RB,0,0.0,,2,0.67,3,0.8,0.3
Tony Brooks-James (FA),RB,0,0.0,,3,3.0,1,0.4,0.4
Qadree Ollison (ATL),RB,0,0.0,,1,0.33,3,0.3,0.1
Jake Bargas (MIN),RB,0,0.0,,0,0.0,1,0.0,0.0
Josh Hokit (SF),RB,0,,,0,,0,0.0,0.0
Jermar Jefferson (DET),RB,0,,,0,,0,0.0,0.0
Pooka Williams Jr. (CIN),RB,0,,,0,,0,0.0,0.0
Deon Jackson (IND),RB,0,,,0,,0,0.0,0.0
Demetric Felton (CLE),RB,0,,,0,,0,0.0,0.0
Mekhi Sargent (JAC),RB,0,,,0,,0,0.0,0.0
Nathan Cottrell (JAC),RB,0,0.0,,0,0.0,8,0.0,0.0
Sewo Olonilua (DAL),RB,0,0.0,,0,0.0,2,0.0,0.0
Malcolm Perry (FA),RB,13,1.44,69.23,3,0.33,9,0.0,0.0
Pete Guerriero (PIT),RB,0,,,0,,0,0.0,0.0
Giovanni Ricci (CAR),RB,0,,,0,,0,0.0,0.0
Chuba Hubbard (CAR),RB,0,,,0,,0,0.0,0.0
Jaret Patterson (WAS),RB,0,,,0,,0,0.0,0.0
Jason Cabinda (DET),RB,3,0.19,66.67,1,0.06,16,0.0,0.0
Godwin Igwebuike (DET),RB,0,,,0,,0,0.0,0.0
Trey Ragas (LV),RB,0,,,0,,0,0.0,0.0
Sandro Platzgummer (NYG),RB,0,,,0,,0,0.0,0.0
Nick Bawden (NYJ),RB,0,,,0,,0,0.0,0.0
Jeremy Cox (FA),RB,0,0.0,,0,0.0,7,0.0,0.0
Derrick Gore (KC),RB,0,,,0,,0,0.0,0.0
Elijah Holyfield (CIN),RB,0,0.0,,0,0.0,1,0.0,0.0
Travis Etienne Jr. (JAC),RB,0,,,0,,0,0.0,0.0
Najee Harris (PIT),RB,0,,,0,,0,0.0,0.0
Kylin Hill (GB),RB,0,,,0,,0,0.0,0.0
Mike Weber (NYG),RB,0,,,0,,0,0.0,0.0
Damarea Crockett (DEN),RB,0,,,0,,0,0.0,0.0
Sutton Smith (LV),RB,0,,,0,,0,0.0,0.0
Jordan Scarlett (MIA),RB,0,,,0,,0,0.0,0.0
Trevon Wesco (NYJ),RB,2,0.17,50.0,1,0.08,12,0.0,0.0
Ryquell Armstead (JAC),RB,0,,,0,,0,0.0,0.0
John Lovett (FA),RB,0,0.0,,3,0.38,8,0.0,0.0
Aca'Cedric Ware (TB),RB,0,,,0,,0,0.0,0.0
Andrew Beck (DEN),RB,0,0.0,,0,0.0,10,0.0,0.0
Larry Rountree III (LAC),RB,0,,,0,,0,0.0,0.0
Patrick Taylor Jr. (GB),RB,0,,,0,,0,0.0,0.0
Adrian Killins Jr. (DEN),RB,1,1.0,100.0,1,1.0,1,0.0,0.0
Raymond Calais (LAR),RB,0,0.0,,0,0.0,4,0.0,0.0
Ty'Son Williams (BAL),RB,0,,,0,,0,0.0,0.0
Xavier Jones (FA),RB,0,0.0,,0,0.0,13,0.0,0.0
Dalyn Dawkins (DET),RB,0,,,0,,0,0.0,0.0
Eno Benjamin (ARI),RB,0,,,0,,0,0.0,0.0
Caleb Huntley (ATL),RB,0,,,0,,0,0.0,0.0
Michael Warren II (DET),RB,0,0.0,,0,0.0,1,0.0,0.0
Trey Sermon (SF),RB,0,,,0,,0,0.0,0.0
Javon Leake (DET),RB,0,0.0,,0,0.0,1,0.0,0.0
Tavien Feaster (ARI),RB,0,,,0,,0,0.0,0.0
Johnny Stanton (CLE),RB,0,0.0,,0,0.0,1,0.0,0.0
Darius Anderson (HOU),RB,0,,,0,,0,0.0,0.0
Darius Bradwell (CAR),RB,0,0.0,,0,0.0,2,0.0,0.0
Michael Carter (NYJ),RB,0,,,0,,0,0.0,0.0
Rhamondre Stevenson (NE),RB,0,,,0,,0,0.0,0.0
Javian Hawkins (TEN),RB,0,,,0,,0,0.0,0.0
Javonte Williams (DEN),RB,0,,,0,,0,0.0,0.0
Khalil Herbert (CHI),RB,0,,,0,,0,0.0,0.0
Chris Evans (CIN),RB,0,,,0,,0,0.0,0.0
Elijah Mitchell (SF),RB,0,,,0,,0,0.0,0.0
Nate McCrary (BAL),RB,0,,,0,,0,0.0,0.0
Josh Johnson (SEA),RB,0,,,0,,0,0.0,0.0
Adam Prentice (NO),RB,0,,,0,,0,0.0,0.0
Tre Harbison III (CLE),RB,0,,,0,,0,0.0,0.0
Nick Ralston (DAL),RB,0,,,0,,0,0.0,0.0
A.J. Rose Jr. (MIN),RB,0,,,0,,0,0.0,0.0
Kene Nwangwu (MIN),RB,0,,,0,,0,0.0,0.0
JaQuan Hardy (DAL),RB,0,,,0,,0,0.0,0.0
Tory Carter (TEN),RB,0,,,0,,0,0.0,0.0
Kenneth Gainwell (PHI),RB,0,,,0,,0,0.0,0.0
Gary Brightwell (NYG),RB,0,,,0,,0,0.0,0.0
Gerrid Doaks (MIA),RB,0,,,0,,0,0.0,0.0
Mason Stokke (CAR),RB,0,,,0,,0,0.0,0.0
Spencer Brown (CAR),RB,0,,,0,,0,0.0,0.0
Jake Funk (LAR),RB,0,,,0,,0,0.0,0.0
Taiwan Jones (BUF),RB,2,0.15,0.0,0,0.0,13,0.0,0.0
Isaac Odim (LAC),RB,0,,,0,,0,0.0,0.0
Chad Spann (HOU),RB,0,,,0,,0,0.0,0.0
Bruce Miller (FA),RB,2,0.25,50.0,0,0.0,8,0.0,0.0
Jay Finley (CIN),RB,0,,,0,,0,0.0,0.0
Shane Bannon (KC),RB,0,,,0,,0,0.0,0.0
Nick Bellore (SEA),RB,1,0.06,100.0,1,0.06,16,0.0,0.0
Andre Anderson (BUF),RB,0,,,0,,0,0.0,0.0
Garrett Mills (NE),RB,0,,,0,,0,0.0,0.0
Xavier Omon (SF),RB,0,,,0,,0,0.0,0.0
Brandon Bolden (NE),RB,0,,,0,,0,0.0,0.0
Cordarrelle Patterson (ATL),RB,25,1.56,84.0,64,4.0,16,0.0,0.0
Jamize Olawale (DAL),RB,0,,,0,,0,0.0,0.0
Anthony Alridge (WAS),RB,0,,,0,,0,0.0,0.0
Dantrell Savage (CAR),RB,0,,,0,,0,0.0,0.0
Chad Simpson (WAS),RB,0,,,0,,0,0.0,0.0
Samkon Gado (TEN),RB,0,,,0,,0,0.0,0.0
Kenny Irons (CIN),RB,0,,,0,,0,0.0,0.0
Mike Bell (BUF),RB,0,,,0,,0,0.0,0.0
Matt Lawrence (BAL),RB,0,,,0,,0,0.0,0.0
Marcus Mason (LAC),RB,0,,,0,,0,0.0,0.0
Marcus Mailei (NO),RB,0,,,0,,0,0.0,0.0
Madison Hedgecock (NYG),RB,0,,,0,,0,0.0,0.0
John Kelly (CLE),RB,0,,,0,,0,0.0,0.0
Derek Watt (PIT),RB,0,0.0,,0,0.0,12,0.0,0.0
Wendell Smallwood (FA),RB,0,0.0,,0,0.0,1,0.0,0.0
J.P. Holtz (CHI),RB,1,0.06,0.0,0,0.0,16,0.0,0.0
Taquan Mizzell (NYG),RB,0,,,0,,0,0.0,0.0
Trey Edmunds (PIT),RB,0,0.0,,0,0.0,4,0.0,0.0
Brandin Bryant (BUF),RB,0,0.0,,0,0.0,1,0.0,0.0
Carlin Isles (DET),RB,0,,,0,,0,0.0,0.0
Damien Williams (CHI),RB,0,,,0,,0,0.0,0.0
Tim Flanders (NO),RB,0,,,0,,0,0.0,0.0
Willie Carter (CHI),RB,0,,,0,,0,0.0,0.0
Kenjon Barner (TB),RB,1,0.17,0.0,0,0.0,6,0.0,0.0
Brennan Clay (DEN),RB,0,,,0,,0,0.0,0.0
