PLAYER,POS,TGT,TGT/G,COMPLETION %,RUSHING ATT,RA/G,G,FPTS,FPTS/G
Jordan Wilkins (JAC),RB,11,0.79,63.64,51,3.64,14,54.0,3.9
Kalen Ballage (PIT),RB,24,2.0,58.33,74,6.17,12,51.8,4.3
Ryquell Armstead (GB),RB,24,1.5,58.33,35,2.19,16,51.2,3.2
Brandon Bolden (NE),RB,11,0.73,81.82,15,1.0,15,50.9,3.4
Kyle Juszczyk (SF),RB,24,2.0,83.33,3,0.25,12,50.6,4.2
Mike Boone (DEN),RB,4,0.25,75.0,49,3.06,16,50.0,3.1
Justice Hill (FA),RB,15,0.94,53.33,58,3.62,16,49.5,3.1
Wayne Gallman Jr. (ATL),RB,16,1.6,68.75,29,2.9,10,48.2,4.8
Jeff Wilson Jr. (SF),RB,5,0.45,60.0,27,2.45,11,46.9,4.3
Bo Scarbrough (LV),RB,4,0.67,25.0,89,14.83,6,43.2,7.2
Mark Walton (FA),RB,21,3.0,71.43,53,7.57,7,42.0,6.0
Jonathan Williams (FA),RB,5,0.56,100.0,49,5.44,9,40.4,4.5
Ameer Abdullah (CAR),RB,21,1.31,71.43,23,1.44,16,39.3,2.5
Dontrell Hilliard (TEN),RB,15,1.07,80.0,13,0.93,14,38.1,2.7
C.J. Ham (MIN),RB,26,1.62,65.38,7,0.44,16,37.6,2.4
Ito Smith (FA),RB,14,2.0,78.57,22,3.14,7,36.3,5.2
Bilal Powell (FA),RB,12,0.86,58.33,59,4.21,14,33.2,2.4
Ty Montgomery (NO),RB,17,1.06,76.47,32,2.0,16,32.3,2.0
Darwin Thompson (TB),RB,10,0.83,90.0,37,3.08,12,32.1,2.7
Myles Gaskin (MIA),RB,12,1.71,58.33,36,5.14,7,31.4,4.5
Justin Jackson (LAC),RB,11,1.57,81.82,29,4.14,7,31.2,4.5
Qadree Ollison (ATL),RB,2,0.25,50.0,22,2.75,8,30.7,3.8
T.J. Yeldon (FA),RB,15,2.5,86.67,17,2.83,6,29.7,5.0
Reggie Bonnafon (CAR),RB,10,0.62,60.0,16,1.0,16,29.3,1.8
C.J. Prosise (FA),RB,12,1.33,83.33,23,2.56,9,28.8,3.2
Travis Homer (SEA),RB,13,0.81,84.62,18,1.12,16,28.0,1.8
Wendell Smallwood (WAS),RB,13,0.87,69.23,22,1.47,15,23.5,1.6
Darrell Henderson Jr. (LAR),RB,6,0.46,66.67,39,3.0,13,22.4,1.7
Trey Edmunds (PIT),RB,7,0.58,85.71,22,1.83,12,20.0,1.7
Alec Ingold (LV),RB,6,0.38,100.0,10,0.62,16,18.1,1.1
Darren Sproles (FA),RB,10,1.67,60.0,17,2.83,6,17.0,2.8
Danny Vitale (FA),RB,12,0.8,58.33,1,0.07,15,17.0,1.1
Wes Hills (FA),RB,2,2.0,100.0,10,10.0,1,16.2,16.2
Andy Janovich (CLE),RB,5,0.62,100.0,1,0.12,8,15.3,1.9
D'Ernest Johnson (CLE),RB,7,0.44,85.71,4,0.25,16,15.2,1.0
Kenjon Barner (FA),RB,8,0.57,75.0,4,0.29,14,15.1,1.1
Kerrith Whyte Jr. (FA),RB,1,0.17,100.0,24,4.0,6,14.1,2.4
Derek Watt (PIT),RB,5,0.31,60.0,7,0.44,16,13.2,0.8
Devontae Booker (NYG),RB,9,0.56,66.67,2,0.12,16,12.6,0.8
Spencer Ware (FA),RB,7,2.33,71.43,17,5.67,3,12.3,4.1
Mike Davis (ATL),RB,8,0.67,87.5,13,1.08,12,11.9,1.0
Zach Line (FA),RB,10,0.83,60.0,7,0.58,12,11.6,1.0
Javorius Allen (FA),RB,2,0.18,50.0,10,0.91,11,11.5,1.0
Tra Carson (FA),RB,4,1.0,100.0,18,4.5,4,10.6,2.7
Patrick DiMarco (FA),RB,7,0.44,71.43,3,0.19,16,9.8,0.6
Alex Armah Jr. (NO),RB,2,0.12,100.0,6,0.38,16,9.7,0.6
Marshawn Lynch (FA),RB,0,0.0,,12,6.0,2,9.4,4.7
Troymaine Pope (FA),RB,3,0.21,66.67,10,0.71,14,9.4,0.7
Khari Blasingame (TEN),RB,5,0.83,80.0,0,0.0,6,9.4,1.6
Jon Hilliman (FA),RB,4,1.33,75.0,30,10.0,3,8.2,2.7
Devine Ozigbo (JAC),RB,5,0.5,60.0,9,0.9,10,8.0,0.8
Dwayne Washington (NO),RB,1,0.06,100.0,8,0.5,16,7.6,0.5
Elijhaa Penny (NYG),RB,4,0.25,50.0,15,0.94,16,6.8,0.4
Taiwan Jones (BUF),RB,1,0.09,100.0,9,0.82,11,5.9,0.5
Nick Bawden (NYJ),RB,6,0.6,66.67,0,0.0,10,5.7,0.6
Anthony Sherman (FA),RB,3,0.19,66.67,4,0.25,16,5.1,0.3
Paul Perkins (FA),RB,1,0.25,100.0,12,3.0,4,4.8,1.2
T.J. Logan (FA),RB,3,0.25,66.67,3,0.25,12,4.3,0.4
C.J. Anderson (FA),RB,0,0.0,,16,8.0,2,4.3,2.2
Tyler Ervin (FA),RB,4,0.4,50.0,1,0.1,10,4.1,0.4
Zach Zenner (FA),RB,3,0.5,66.67,3,0.5,6,3.7,0.6
Keith Smith (ATL),RB,4,0.25,25.0,5,0.31,16,3.1,0.2
Jay Ajayi (FA),RB,1,0.25,0.0,10,2.5,4,3.0,0.8
Dalyn Dawkins (DET),RB,1,0.5,0.0,11,5.5,2,2.6,1.3
Roosevelt Nix (FA),RB,3,1.0,66.67,0,0.0,3,2.4,0.8
Ricky Ortiz (FA),RB,1,0.5,100.0,0,0.0,2,1.8,0.9
Samaje Perine (CIN),RB,0,0.0,,5,0.71,7,1.6,0.2
Jakob Johnson (NE),RB,2,0.5,50.0,0,0.0,4,1.5,0.4
Senorise Perry (FA),RB,1,0.09,100.0,3,0.27,11,1.4,0.1
Damien Harris (NE),RB,0,0.0,,4,2.0,2,1.2,0.6
Josh Adams (NO),RB,0,0.0,,8,2.67,3,1.2,0.4
Dexter Williams (CLE),RB,0,0.0,,5,1.25,4,1.1,0.3
Buddy Howell (LAR),RB,0,0.0,,5,0.31,16,1.0,0.1
Josh Ferguson (FA),RB,0,0.0,,3,1.5,2,0.9,0.5
John Kelly (CLE),RB,0,0.0,,3,0.6,5,0.9,0.2
Jordan Scarlett (FA),RB,0,0.0,,4,0.44,9,0.9,0.1
Ryan Nall (CHI),RB,0,0.0,,2,0.25,8,0.8,0.1
Tony Brooks-James (FA),RB,0,0.0,,8,2.67,3,0.7,0.2
De'Lance Turner (FA),RB,0,0.0,,4,0.44,9,0.6,0.1
Alfred Morris (NYG),RB,0,0.0,,1,1.0,1,0.4,0.4
James Develin (FA),RB,0,0.0,,2,1.0,2,0.3,0.2
Malcolm Perry (NE),RB,0,,,0,,0,0.0,0.0
Pete Guerriero (PIT),RB,0,,,0,,0,0.0,0.0
Sewo Olonilua (DAL),RB,0,,,0,,0,0.0,0.0
Patrick Taylor Jr. (GB),RB,0,,,0,,0,0.0,0.0
Tony Jones Jr. (NO),RB,0,,,0,,0,0.0,0.0
Darius Bradwell (LAC),RB,0,,,0,,0,0.0,0.0
Adrian Killins Jr. (DEN),RB,0,,,0,,0,0.0,0.0
DeeJay Dallas (SEA),RB,0,,,0,,0,0.0,0.0
Larry Rountree III (LAC),RB,0,,,0,,0,0.0,0.0
Chuba Hubbard (CAR),RB,0,,,0,,0,0.0,0.0
Artavis Pierce (CHI),RB,0,,,0,,0,0.0,0.0
Jason Huntley (PHI),RB,0,,,0,,0,0.0,0.0
Scottie Phillips (HOU),RB,0,,,0,,0,0.0,0.0
Antonio Gibson (WAS),RB,0,,,0,,0,0.0,0.0
JaMycal Hasty (SF),RB,0,,,0,,0,0.0,0.0
James Robinson (JAC),RB,0,,,0,,0,0.0,0.0
Ty'Son Williams (BAL),RB,0,,,0,,0,0.0,0.0
Rico Dowdle (DAL),RB,0,,,0,,0,0.0,0.0
Giovanni Ricci (CAR),RB,0,,,0,,0,0.0,0.0
Antonio Williams (BUF),RB,0,,,0,,0,0.0,0.0
Mekhi Sargent (LAR),RB,0,,,0,,0,0.0,0.0
Jaret Patterson (WAS),RB,0,,,0,,0,0.0,0.0
Trey Ragas (LV),RB,0,,,0,,0,0.0,0.0
Sandro Platzgummer (NYG),RB,0,,,0,,0,0.0,0.0
Demetric Felton (CLE),RB,0,,,0,,0,0.0,0.0
Reggie Gilliam (BUF),RB,0,,,0,,0,0.0,0.0
Jake Bargas (MIN),RB,0,,,0,,0,0.0,0.0
Cameron Scarlett (SEA),RB,0,,,0,,0,0.0,0.0
Mikey Daniel (CAR),RB,0,,,0,,0,0.0,0.0
Jonathan Ward (ARI),RB,0,,,0,,0,0.0,0.0
Nathan Cottrell (JAC),RB,0,,,0,,0,0.0,0.0
Gabe Nabers (LAC),RB,0,,,0,,0,0.0,0.0
Josh Hokit (SF),RB,0,,,0,,0,0.0,0.0
Darius Anderson (IND),RB,0,,,0,,0,0.0,0.0
Deon Jackson (IND),RB,0,,,0,,0,0.0,0.0
Pooka Williams Jr. (CIN),RB,0,,,0,,0,0.0,0.0
Jermar Jefferson (DET),RB,0,,,0,,0,0.0,0.0
Johnny Stanton (CLE),RB,0,,,0,,0,0.0,0.0
Elijah Holyfield (CIN),RB,0,,,0,,0,0.0,0.0
Godwin Igwebuike (DET),RB,0,,,0,,0,0.0,0.0
Jason Cabinda (DET),RB,0,0.0,,0,0.0,5,0.0,0.0
Trenton Cannon (SF),RB,0,0.0,,0,0.0,4,0.0,0.0
Detrez Newsome (FA),RB,0,0.0,,0,0.0,1,0.0,0.0
Jordan Chunn (FA),RB,0,0.0,,0,0.0,1,0.0,0.0
Donnie Ernsberger (TEN),RB,0,0.0,,0,0.0,1,0.0,0.0
Aca'Cedric Ware (TB),RB,0,,,0,,0,0.0,0.0
Salvon Ahmed (MIA),RB,0,,,0,,0,0.0,0.0
La'Mical Perine (NYJ),RB,0,,,0,,0,0.0,0.0
Derrick Gore (KC),RB,0,,,0,,0,0.0,0.0
D'Andre Swift (DET),RB,0,,,0,,0,0.0,0.0
Jonathan Taylor (IND),RB,0,,,0,,0,0.0,0.0
Travis Etienne Jr. (JAC),RB,0,,,0,,0,0.0,0.0
J.K. Dobbins (BAL),RB,0,,,0,,0,0.0,0.0
Zack Moss (BUF),RB,0,,,0,,0,0.0,0.0
Cam Akers (LAR),RB,0,,,0,,0,0.0,0.0
Najee Harris (PIT),RB,0,,,0,,0,0.0,0.0
Kylin Hill (GB),RB,0,,,0,,0,0.0,0.0
Clyde Edwards-Helaire (KC),RB,0,,,0,,0,0.0,0.0
LeVante Bellamy (DEN),RB,0,,,0,,0,0.0,0.0
Ke'Shawn Vaughn (TB),RB,0,,,0,,0,0.0,0.0
AJ Dillon (GB),RB,0,,,0,,0,0.0,0.0
Eno Benjamin (ARI),RB,0,,,0,,0,0.0,0.0
Anthony McFarland Jr. (PIT),RB,0,,,0,,0,0.0,0.0
Caleb Huntley (ATL),RB,0,,,0,,0,0.0,0.0
Michael Warren II (DET),RB,0,,,0,,0,0.0,0.0
Darrynton Evans (TEN),RB,0,,,0,,0,0.0,0.0
Trey Sermon (SF),RB,0,,,0,,0,0.0,0.0
Javon Leake (DET),RB,0,,,0,,0,0.0,0.0
J.J. Taylor (NE),RB,0,,,0,,0,0.0,0.0
Joshua Kelley (LAC),RB,0,,,0,,0,0.0,0.0
Craig Reynolds (DET),RB,0,0.0,,0,0.0,3,0.0,0.0
Chandler Cox (FA),RB,0,0.0,,0,0.0,13,0.0,0.0
Trevon Wesco (NYJ),RB,3,0.19,66.67,1,0.06,16,0.0,0.0
Trayveon Williams (CIN),RB,0,0.0,,0,0.0,11,0.0,0.0
Damarea Crockett (DEN),RB,0,,,0,,0,0.0,0.0
Mike Weber (NYG),RB,0,,,0,,0,0.0,0.0
Sutton Smith (LV),RB,0,,,0,,0,0.0,0.0
Cullen Gillaspia (NYG),RB,0,0.0,,0,0.0,16,0.0,0.0
Andrew Beck (DEN),RB,12,0.75,75.0,1,0.06,16,0.0,0.0
Austin Walter (NYJ),RB,0,0.0,,0,0.0,1,0.0,0.0
Elijah Mitchell (SF),RB,0,,,0,,0,0.0,0.0
Chris Evans (CIN),RB,0,,,0,,0,0.0,0.0
Javian Hawkins (TEN),RB,0,,,0,,0,0.0,0.0
Khalil Herbert (CHI),RB,0,,,0,,0,0.0,0.0
Javonte Williams (DEN),RB,0,,,0,,0,0.0,0.0
Michael Carter (NYJ),RB,0,,,0,,0,0.0,0.0
Rhamondre Stevenson (NE),RB,0,,,0,,0,0.0,0.0
Jake Funk (LAR),RB,0,,,0,,0,0.0,0.0
Kenneth Gainwell (PHI),RB,0,,,0,,0,0.0,0.0
Gary Brightwell (NYG),RB,0,,,0,,0,0.0,0.0
Gerrid Doaks (MIA),RB,0,,,0,,0,0.0,0.0
Mason Stokke (CAR),RB,0,,,0,,0,0.0,0.0
Spencer Brown (CAR),RB,0,,,0,,0,0.0,0.0
Kene Nwangwu (MIN),RB,0,,,0,,0,0.0,0.0
Tory Carter (TEN),RB,0,,,0,,0,0.0,0.0
JaQuan Hardy (DAL),RB,0,,,0,,0,0.0,0.0
Nate McCrary (BAL),RB,0,,,0,,0,0.0,0.0
Josh Johnson (SEA),RB,0,,,0,,0,0.0,0.0
Tre Harbison (CLE),RB,0,,,0,,0,0.0,0.0
A.J. Rose Jr. (MIN),RB,0,,,0,,0,0.0,0.0
Stevan Ridley (FA),RB,0,0.0,,0,0.0,1,0.0,0.0
Jay Finley (CIN),RB,0,,,0,,0,0.0,0.0
Shane Bannon (KC),RB,0,,,0,,0,0.0,0.0
Andre Anderson (BUF),RB,0,,,0,,0,0.0,0.0
LeGarrette Blount (FA),RB,0,0.0,,0,0.0,1,0.0,0.0
Xavier Omon (SF),RB,0,,,0,,0,0.0,0.0
Garrett Mills (NE),RB,0,,,0,,0,0.0,0.0
Chris Ivory (FA),RB,0,0.0,,0,0.0,1,0.0,0.0
Chad Spann (HOU),RB,0,,,0,,0,0.0,0.0
Jamize Olawale (DAL),RB,2,0.12,0.0,0,0.0,16,0.0,0.0
Travaris Cadet (FA),RB,0,0.0,,0,0.0,1,0.0,0.0
Isaac Odim (LAC),RB,0,,,0,,0,0.0,0.0
DuJuan Harris (FA),RB,0,0.0,,0,0.0,1,0.0,0.0
Nick Bellore (SEA),RB,2,0.14,100.0,0,0.0,14,0.0,0.0
Robert Turbin (FA),RB,0,0.0,,0,0.0,2,0.0,0.0
Lamar Miller (NO),RB,0,0.0,,0,0.0,1,0.0,0.0
Jonathan Stewart (FA),RB,0,0.0,,0,0.0,1,0.0,0.0
Javarris Williams (HOU),RB,0,,,0,,0,0.0,0.0
Jamaal Charles (FA),RB,0,0.0,,0,0.0,1,0.0,0.0
Dantrell Savage (CAR),RB,0,,,0,,0,0.0,0.0
Anthony Alridge (WAS),RB,0,,,0,,0,0.0,0.0
Chad Simpson (WAS),RB,0,,,0,,0,0.0,0.0
Samkon Gado (TEN),RB,0,,,0,,0,0.0,0.0
Mike Bell (BUF),RB,0,,,0,,0,0.0,0.0
Kenny Irons (CIN),RB,0,,,0,,0,0.0,0.0
Matt Lawrence (BAL),RB,0,,,0,,0,0.0,0.0
Marcus Mason (LAC),RB,0,,,0,,0,0.0,0.0
Marcus Mailei (NO),RB,0,,,0,,0,0.0,0.0
Madison Hedgecock (NYG),RB,0,,,0,,0,0.0,0.0
Cordarrelle Patterson (ATL),RB,17,1.06,64.71,17,1.06,16,0.0,0.0
Lavon Coleman (FA),RB,0,0.0,,0,0.0,1,0.0,0.0
Kenneth Dixon (FA),RB,0,0.0,,0,0.0,1,0.0,0.0
Alex Collins (SEA),RB,0,0.0,,0,0.0,1,0.0,0.0
D.J. Foster (FA),RB,0,0.0,,0,0.0,6,0.0,0.0
Darius Jackson (HOU),RB,0,,,0,,0,0.0,0.0
Michael Burton (KC),RB,1,0.09,0.0,0,0.0,11,0.0,0.0
Rod Smith (FA),RB,0,0.0,,0,0.0,7,0.0,0.0
Taquan Mizzell (NYG),RB,0,,,0,,0,0.0,0.0
Justin Davis (FA),RB,0,0.0,,0,0.0,1,0.0,0.0
Patrick Ricard (BAL),RB,11,0.69,72.73,0,0.0,16,0.0,0.0
Tre Madden (FA),RB,0,0.0,,0,0.0,1,0.0,0.0
J.P. Holtz (CHI),RB,8,0.53,87.5,0,0.0,15,0.0,0.0
Brandin Bryant (BUF),RB,0,0.0,,0,0.0,4,0.0,0.0
Khalfani Muhammad (ARI),RB,0,,,0,,0,0.0,0.0
Elijah McGuire (KC),RB,0,,,0,,0,0.0,0.0
Joe Williams (FA),RB,0,0.0,,0,0.0,1,0.0,0.0
Jeremy McNichols (TEN),RB,0,0.0,,0,0.0,1,0.0,0.0
D'Onta Foreman (TEN),RB,0,,,0,,0,0.0,0.0
Jeremy Hill (FA),RB,0,0.0,,0,0.0,1,0.0,0.0
Carlin Isles (DET),RB,0,,,0,,0,0.0,0.0
Derrick Coleman (FA),RB,0,0.0,,0,0.0,1,0.0,0.0
David Fluellen (FA),RB,0,0.0,,0,0.0,2,0.0,0.0
Tim Flanders (NO),RB,0,,,0,,0,0.0,0.0
Jerick McKinnon (KC),RB,0,,,0,,0,0.0,0.0
Willie Carter (CHI),RB,0,,,0,,0,0.0,0.0
Theo Riddick (LV),RB,0,,,0,,0,0.0,0.0
Tommy Bohanon (BAL),RB,0,,,0,,0,0.0,0.0
Christine Michael (FA),RB,0,0.0,,0,0.0,1,0.0,0.0
Mike Gillislee (FA),RB,0,0.0,,0,0.0,1,0.0,0.0
Brennan Clay (DEN),RB,0,,,0,,0,0.0,0.0
Jeremy Langford (FA),RB,0,0.0,,0,0.0,1,0.0,0.0
Cameron Artis-Payne (FA),RB,0,0.0,,0,0.0,1,0.0,0.0
Corey Clement (DAL),RB,0,0.0,,0,0.0,4,-4.0,-1.0
