PLAYER,TEAM,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,AVG
D.Watson,HOU,22.88,33.33,17.24,9.38,19.38,28.26,48.1,,46.73,40.0,65.45,31.17,42.22,35.19,30.12,22.89,12.5,,,,,31.5525
A.Ekeler,LAC,54.19,50.82,50.43,26.09,,,,,,,,57.89,51.43,75.24,62.5,50.56,13.33,,,,,49.248000000000005
C.Hyde,SEA,27.38,14.29,10.26,,,,34.0,,,,47.88,28.95,0.9,37.93,30.39,8.42,,3.68,,,,22.18909090909091
A.Kamara,NO,19.51,70.54,47.54,50.61,47.37,,60.14,54.92,28.99,13.16,27.11,23.58,42.51,52.08,90.0,58.71,,80.49,81.73,,,49.94058823529412
K.Hunt,CLE,52.17,40.0,29.11,23.13,58.06,53.33,92.68,65.35,,45.02,8.15,29.95,27.97,23.91,19.81,24.44,19.27,37.8,28.57,,,37.70666666666666
T.Brady,TB,10.47,0.0,0.0,-2.61,0.0,,1.18,-1.23,,0.95,,-1.33,,-1.87,-3.92,,3.19,-1.41,1.57,-1.32,-1.38,0.143125
J.Mixon,CIN,56.56,67.65,102.08,73.66,84.29,55.1,,,,,,,,,,,,,,,,73.22333333333334
D.Swift,DET,5.8,13.48,,24.44,,64.44,42.19,3.45,49.61,77.14,,,,47.06,54.47,61.64,41.86,,,,,40.464999999999996
J.Adams,NYJ,15.38,0.0,,,,,,,,,,1.15,35.92,39.13,,,42.34,,,,,22.320000000000004
J.Howard,MIA,8.05,4.04,0.72,1.94,,,,,20.88,,,,,,,,,,,,,7.1259999999999994
R.Jones,TB,76.74,18.85,77.94,96.52,100.0,71.52,40.0,28.4,112.5,91.43,57.14,88.0,,74.77,,,82.98,,48.82,21.05,42.07,66.39588235294117
D.Montgomery,CHI,42.95,60.74,34.62,96.43,82.86,92.06,97.96,92.71,53.57,,,85.12,51.43,66.86,73.37,74.22,63.89,64.58,,,,70.83562500000001
J.Robinson,JAX,68.13,61.82,63.89,84.27,64.0,65.91,85.0,,86.09,100.0,100.0,91.43,62.9,73.63,56.45,,,,,,,75.96571428571428
N.Chubb,CLE,43.48,57.67,68.35,14.01,,,,,,54.55,82.96,69.57,67.8,59.42,47.17,62.22,56.25,59.84,61.61,,,57.49285714285714
R.Mostert,SF,45.53,50.55,,,68.7,53.28,,,,,,38.39,48.84,60.19,45.33,,,,,,,51.35124999999999
A.Mattison,MIN,37.31,16.25,11.95,10.49,55.72,81.25,,4.62,25.09,4.04,4.8,6.25,,,0.63,,76.0,,,,,25.72307692307692
L.Murray,NO,58.54,12.5,47.54,39.02,35.79,,34.06,13.93,28.26,50.0,29.52,54.15,8.21,13.54,5.0,27.27,,7.32,,,,29.040624999999995
L.Jackson,BAL,40.54,23.48,52.53,36.81,1.86,59.34,,24.53,52.73,47.83,39.53,,31.97,53.68,22.15,32.13,24.01,57.63,22.67,,,36.67176470588236
T.Cohen,CHI,27.52,8.89,16.15,,,,,,,,,,,,,,,,,,,17.52
M.Gaskin,MIA,45.98,46.46,47.83,38.83,60.64,82.73,,85.45,,,,,81.82,,,66.92,28.57,,,,,58.523
C.Akers,LA,25.49,6.81,,,47.29,,,26.72,,35.85,40.54,66.67,60.5,91.94,55.26,,30.91,79.88,93.75,,,50.893076923076926
T.Ervin,GB,24.05,,5.1,,,,,,21.62,0.0,,,,,,,,,,,,12.692499999999999
A.Gibson,WAS,45.0,47.01,47.57,66.67,71.05,34.88,61.54,,54.05,50.56,57.32,63.19,31.11,,,56.48,72.82,36.05,,,,53.02000000000001
B.Scott,PHI,61.4,15.7,2.91,1.08,3.19,2.06,47.92,58.82,,40.38,22.64,10.0,7.69,2.44,,11.26,55.08,,,,,22.837999999999997
K.Cousins,MIN,25.37,,6.19,3.09,1.0,,,,,-1.01,3.2,19.79,8.28,25.31,15.82,,0.8,,,,,9.803636363636365
R.Burkhead,NE,14.75,2.99,19.6,24.32,,11.97,12.77,13.83,35.22,17.92,8.14,,,,,,,,,,,16.151
D.Prescott,DAL,22.06,14.4,42.62,14.12,5.56,,,,,,,,,,,,,,,,,19.752000000000002
D.Singletary,BUF,30.61,50.0,70.3,88.89,26.32,38.1,23.02,45.26,2.94,20.55,,47.67,75.31,30.77,37.36,27.69,8.97,21.88,78.12,13.18,,38.78631578947369
D.Booker,LV,21.8,-0.86,24.6,,43.06,,6.58,13.88,42.5,39.9,17.98,15.0,69.44,10.13,6.94,10.58,15.09,,,,,22.44133333333333
M.Ingram,BAL,26.13,23.91,18.99,23.61,35.4,10.99,,,,4.35,1.55,,9.52,,,,9.65,,,,,16.410000000000004
R.Wilson,SEA,34.52,25.32,18.8,5.1,46.77,,42.0,22.77,8.77,53.1,25.45,15.79,40.54,-0.57,28.73,9.47,23.97,36.76,,,,25.72294117647059
J.Taylor,NE,12.9,-1.49,17.2,,,,,,,,,,,,1.71,26.21,,,,,,11.306000000000001
M.Mack,IND,29.55,,,,,,,,,,,,,,,,,,,,,29.55
C.Edmonds,ARI,14.44,2.5,11.93,12.4,28.35,8.81,36.48,,39.33,25.81,22.81,21.01,30.43,20.13,45.63,,-6.25,,,,,20.920666666666666
M.Trubisky,CHI,17.45,11.85,34.62,,,,,3.12,,,,8.26,4.29,13.61,17.09,7.81,20.37,20.83,,,,14.481818181818182
T.Bridgewater,CAR,20.16,,14.81,19.05,2.42,42.86,27.03,20.41,18.27,24.62,,11.21,,24.8,22.61,6.19,9.46,,,,,18.85
J.McKinnon,SF,19.51,42.31,40.86,46.55,0.0,14.75,-0.51,-1.92,94.55,67.35,,18.75,,,,1.76,,,,,,28.663333333333338
F.Gore,NYJ,46.15,60.58,52.29,23.26,24.39,40.0,60.0,32.26,70.77,,63.54,85.06,0.97,33.33,63.44,36.64,,,,,,46.178666666666665
P.Lindsay,DEN,22.43,,,,,74.81,44.63,76.85,22.33,3.03,43.39,20.0,14.53,25.0,27.14,,,,,,,34.01272727272727
J.Edelman,NE,10.6,,-0.4,,,,,,,,,,,,,,,,,,,5.1
M.Stafford,DET,16.67,4.49,-3.33,23.33,,7.78,12.5,34.48,,,12.5,2.75,0.0,11.76,9.76,,6.98,,,,,10.743846153846153
D.Williams,KC,13.86,,4.55,2.13,5.0,,,,,,,,,,,,,,,,,6.385
M.Breida,MIA,25.29,37.37,2.9,8.74,29.79,13.64,,23.64,,,7.14,34.62,,,34.4,,,,,,,21.753
J.Taylor,IND,25.0,66.89,49.58,66.02,83.82,101.69,,18.49,24.11,9.02,64.29,,83.49,70.75,65.35,58.27,92.67,47.85,,,,57.955625
J.White,NE,10.14,,,11.35,,6.84,,0.0,0.0,,22.09,16.36,,14.95,2.56,9.66,,,,,,9.395
D.Jones,NYG,75.86,28.0,74.24,33.09,-7.87,56.06,57.5,19.8,2.41,42.38,,13.38,,,,5.56,13.6,,,,,31.84692307692308
J.Williams,GB,13.29,24.32,14.29,11.36,,36.17,80.21,68.81,,37.5,18.18,40.11,17.45,31.67,3.08,,32.91,,34.57,34.33,,31.140625
C.Carson,SEA,25.0,46.75,54.7,81.63,41.94,,17.0,,,,,53.95,58.56,43.68,34.81,72.63,36.36,56.62,,,,47.97153846153846
R.Fitzpatrick,MIA,20.69,12.12,27.54,45.63,17.02,3.64,,,,,10.71,9.62,,,,,,,,,,18.37125
C.Patterson,CHI,12.75,18.52,10.0,17.86,20.0,1.59,2.04,4.17,23.21,73.17,,6.61,42.14,15.38,1.51,,16.67,4.17,,,,16.861875
G.Minshew,JAX,20.88,11.52,30.56,,,,,,,,,,,,,,,,,,,20.986666666666665
A.Lazard,GB,12.03,,-2.04,,,,,,,,,,,,,,,,,,,4.994999999999999
C.Clement,PHI,33.33,,4.65,3.23,,,9.38,20.17,,3.21,,8.57,,,,,0.85,,,,,10.423749999999998
T.Coleman,SF,14.63,6.59,,,,,,38.46,,,,,-12.79,,7.33,1.32,,,,,,9.256666666666666
D.Haskins,WAS,21.25,6.84,1.94,4.35,,,,,,,,,,-12.24,33.33,,,,,,,9.245
G.Edwards,BAL,15.32,31.74,24.68,26.39,15.53,14.29,,32.83,20.91,36.52,4.65,7.75,34.35,21.21,26.58,34.14,14.85,16.1,28.0,,,22.546666666666667
J.Goff,LA,9.8,6.81,2.4,-5.17,0.0,8.85,0.62,,,3.77,0.0,8.73,0.84,5.91,7.89,19.49,,2.44,6.25,,,4.914375
R.Tannehill,TEN,10.77,9.76,6.72,,30.22,,6.1,9.17,3.26,5.73,20.23,1.31,0.0,,10.77,35.26,13.19,11.76,,,,11.616666666666667
A.Dillon,GB,8.86,6.56,,3.41,,32.98,11.46,19.27,,,,,,,9.23,52.99,3.8,,14.36,25.37,,17.11727272727273
L.Bell,NYJ,26.92,,,,48.78,,,,,,,,,,,,,,,,,37.85
R.Woods,LA,9.15,9.95,17.96,3.45,,9.73,14.37,6.87,,2.83,-10.81,6.35,,-0.54,35.09,0.85,,-1.83,,,,7.387142857142857
D.Johnson,HOU,11.86,,,25.0,6.2,9.78,-1.27,,38.32,60.0,27.27,48.05,,,32.53,77.11,87.5,,,,,35.19583333333333
K.Johnson,DET,10.14,35.96,17.78,10.0,,5.0,,,22.48,2.86,42.5,42.2,5.0,5.88,,,,,,,,18.163636363636364
T.Hill,NO,15.85,7.14,4.92,3.66,13.68,,4.35,28.69,39.13,39.47,29.52,19.21,40.1,34.38,5.0,6.82,26.28,12.2,,,,19.43529411764706
D.Moore,SEA,14.29,,,,,,2.0,27.72,,1.77,,1.32,,5.17,2.76,,,2.94,,,,7.24625
B.Hill,ATL,16.67,12.39,40.28,12.82,23.49,28.28,4.55,41.98,26.09,,34.62,44.0,25.71,4.29,-5.41,40.0,74.02,,,,,26.48625
Z.Moss,BUF,11.22,33.04,,,,11.9,37.3,42.63,52.94,27.4,,34.3,11.11,41.35,44.51,43.85,10.26,21.88,,,,30.26357142857143
H.Ruggs,LV,8.27,,,,,,13.16,0.48,6.25,,13.48,-5.0,,,,6.73,0.0,,,,,5.421250000000001
L.Shenault,JAX,10.99,22.42,1.39,,,,,,,,,,,,,,,,,,,11.600000000000001
T.Pollard,DAL,7.35,4.8,,18.82,23.81,31.96,19.28,30.08,39.58,,33.33,20.0,19.82,38.61,79.31,7.95,13.89,,,,,25.906
G.Kittle,SF,7.32,,,6.9,,,,,,,,,,,,,,,,,,7.11
B.Roethlisberger,PIT,6.38,-1.83,-1.78,,-1.47,3.88,-1.06,,17.39,0.0,,-1.47,0.0,,-1.16,-4.55,,0.0,,,,1.1023076923076922
J.Conner,PIT,6.38,97.25,64.5,,32.35,78.29,87.23,97.92,47.83,81.82,83.96,,,38.3,,95.45,43.53,71.15,,,,66.14
D.Harris,NO,10.98,9.82,,6.1,,,,-1.64,,,13.86,,,,,,,-1.63,,,,6.248333333333332
P.Campbell,IND,10.23,4.64,,,,,,,,,,,,,,,,,,,,7.4350000000000005
J.Garoppolo,SF,7.32,,,,,6.56,2.03,7.69,,,,,,,,,,,,,,5.8999999999999995
C.Claypool,PIT,5.67,,,,4.41,5.43,,,8.7,-6.82,,,,,-6.98,,,,,,,1.735
K.Juszczyk,SF,5.69,,,,8.4,,9.14,,,10.2,,7.14,5.81,2.78,2.67,1.32,0.0,,,,,5.315
G.Bernard,CIN,5.74,4.41,,9.27,,15.31,45.68,52.54,,21.58,25.71,80.0,75.0,7.92,54.61,38.46,4.76,,,,,31.499285714285715
T.Taylor,LAC,4.52,,,,,,,,0.0,,,,,,,,,,,,,2.26
S.Miller,TB,6.98,0.82,,,,,,8.64,,,,,,,,,,5.63,,,-2.07,4.0
S.Darnold,NYJ,11.54,6.73,18.35,65.12,,,,22.58,,,,10.34,12.62,4.35,19.35,15.27,2.7,,,,,17.177272727272726
D.Henderson,LA,3.92,42.41,68.26,36.21,29.46,77.88,39.38,35.88,,26.42,13.51,15.08,41.18,2.69,-1.75,52.54,,,,,,32.20466666666667
S.Barkley,NYG,20.69,37.33,,,,,,,,,,,,,,,,,,,,29.009999999999998
D.Johnson,CLE,3.62,,,30.94,25.81,1.33,3.66,5.94,,,,,,,22.64,,,,,,,13.42
C.Samuel,CAR,3.88,29.89,8.64,-1.79,22.58,,13.51,15.65,12.5,6.15,3.45,4.67,,17.6,5.22,46.02,4.05,,,,,12.801333333333336
D.Lock,DEN,4.67,,,,,-0.74,4.52,-0.93,45.63,10.61,12.17,,5.03,4.17,26.43,11.28,5.74,,,,,10.715000000000002
L.Fournette,TB,5.81,84.43,22.06,,,,58.82,64.2,0.0,9.05,40.48,13.33,,,96.08,30.63,13.83,65.49,49.61,72.37,61.38,42.973124999999996
J.Jackson,LAC,2.58,,,19.57,63.96,,8.89,42.38,,,,,,8.57,,4.49,53.33,,,,,25.471249999999998
I.Smith,ATL,5.56,17.7,,3.85,3.61,8.08,,,,,9.62,52.0,51.43,60.0,64.86,51.11,7.09,,,,,27.909166666666664
P.Rivers,IND,3.41,1.99,,-3.88,-1.47,-1.69,,-1.68,,,-0.71,,-1.83,,-0.79,,-0.73,-0.61,,,,-0.7263636363636363
B.Mayfield,CLE,2.17,2.33,0.63,1.95,13.71,6.67,-1.22,28.71,,0.43,6.67,0.48,4.24,16.67,10.38,13.33,22.92,2.36,9.82,,,7.902777777777778
S.Watkins,KC,1.81,,,,,,,,,,,,,,,,,,,,,1.81
C.Streveler,ARI,1.67,,,,,,,,,,,,,,,,25.0,,,,,13.335
A.Rodgers,GB,1.27,4.63,12.24,5.68,,14.89,,8.26,6.31,5.0,19.7,6.59,-2.01,10.83,13.33,8.12,5.06,,-1.6,,,7.393750000000001
C.Wentz,PHI,3.51,5.79,37.79,39.78,11.7,25.26,14.58,14.29,,2.56,9.43,60.0,15.38,,,,,,,,,20.005833333333335
J.Samuels,PIT,1.42,,0.59,,,,5.32,,,,,,4.76,31.91,4.65,,,,,,,8.108333333333333
S.Neasman,ATL,2.78,,,,,,,,,,,,,,,,,,,,,2.78
A.Sherman,KC,1.2,,0.0,,,,,,,,,,,,,,11.76,,,,,4.319999999999999
J.Huntley,PHI,1.75,,,,,,13.54,,,,,,,,,,4.24,,,,,6.510000000000001
A.Armah,CAR,0.78,,,1.19,1.61,,2.7,,,,,,,,,2.65,,,,,,1.786
D.Lewis,NYG,3.45,26.67,0.0,7.35,,,14.37,,3.01,,,7.04,3.16,17.95,5.41,27.78,5.6,,,,,10.149166666666666
D.Brees,NO,0.0,,,-1.83,1.05,,1.45,3.28,-1.45,-0.88,,,,,,-1.14,,1.63,2.88,,,0.499
R.Freeman,DEN,0.0,19.23,9.52,5.13,,19.26,6.78,,,16.67,,50.0,,,2.86,12.03,17.21,,,,,14.42636363636364
C.Ridley,ATL,-1.39,,4.86,,,8.08,,,,,,,,,,-7.78,-4.72,,,,,-0.18999999999999986
T.Homer,SEA,-1.19,13.64,16.24,5.1,11.29,,5.0,3.96,28.07,,,,,,,,,,,,,10.26375
A.Robinson,CHI,-0.67,,,,,,,,,,,,,,,,,,,,,-0.67
P.Ricard,BAL,-0.9,,,,,,,,,,,,,,,,,,,,,-0.9
R.Griffin,BAL,-0.9,,,2.08,-0.62,,,,,,,52.71,,,,,,,,,,13.3175
M.Ryan,ATL,-1.39,14.16,-0.69,12.82,-0.6,8.08,,20.61,10.87,,,4.0,,4.29,43.24,-1.11,0.79,,,,,8.85153846153846
J.Gillan,CLE,-1.45,,,,,,,,,,,,,,,,,,,,,-1.45
T.Boyle,GB,-1.27,-0.39,,-1.14,,,-1.04,,-0.9,,,0.0,,,,-1.28,,,,,,-0.8600000000000001
J.McKissic,WAS,-2.5,45.3,14.56,8.7,7.89,47.67,16.83,,45.95,6.74,26.22,3.3,17.78,69.39,60.71,13.89,0.0,5.81,,,,22.837647058823528
T.Montgomery,NO,-4.88,,,,,,,,,,,,,,,,67.31,,13.46,,,25.296666666666667
M.Sanders,PHI,,78.51,55.23,49.46,85.11,60.82,,,,54.49,62.26,21.43,26.5,46.75,54.7,37.75,,,,,,52.75083333333333
J.Richard,LV,,22.41,11.11,6.98,2.78,,31.58,2.87,1.88,,,,15.28,12.66,,18.27,,,,,,12.581999999999999
J.Herbert,LAC,,9.84,12.82,30.43,7.21,,48.89,10.0,18.75,10.1,37.93,-2.63,,,14.58,29.21,6.67,,,,,17.984615384615385
P.Mahomes,KC,,43.2,19.7,29.79,26.25,14.69,,,16.67,,14.81,32.18,19.4,9.57,22.16,17.95,,,11.38,4.39,30.84,20.865333333333332
J.Wilkins,IND,,26.49,32.77,14.56,1.47,-1.69,,74.79,34.82,21.05,15.0,39.29,11.01,1.42,,,,,,,,22.581666666666667
D.Thompson,KC,,16.8,8.33,,,6.94,,6.0,,,,,,,,,88.24,,,,,25.262
C.Kupp,LA,,9.95,,-3.45,,,10.0,,,,,,,,,,,,,,,5.5
L.Perine,NYJ,,16.35,22.02,11.63,,23.48,40.0,29.03,29.23,,34.38,,,,,22.9,,,,,,25.446666666666665
J.Malone,NYJ,,11.54,,,,,,,,,,,,,,,,,,,,11.54
C.Batson,TEN,,8.94,,,,,,,,,2.31,2.18,0.0,,,,,,,,,3.3575
C.Lamb,DAL,,7.2,1.64,3.53,,,1.2,14.29,,,6.67,,,14.85,,12.58,2.78,,,,,7.1933333333333325
S.Perry,TEN,,7.32,,,,,,,,,,,,,,,,,,,,7.32
T.Hill,KC,,7.2,18.94,,18.75,2.04,,,22.22,,-1.85,,22.39,34.04,0.6,,,,7.32,,4.67,12.392727272727273
K.Hamler,DEN,,8.65,-4.76,,,,5.65,,14.56,,,-8.0,7.26,,,2.26,,,,,,3.6599999999999997
J.Reed,LAC,,4.37,,,,,10.37,,5.47,,,,,,,,,,,,,6.7366666666666655
J.McNichols,TEN,,5.69,,,20.14,19.39,2.44,22.48,10.87,16.56,,8.73,3.23,3.61,,,,7.84,,,,10.99818181818182
C.Thompson,JAX,,4.24,4.17,,9.33,,,,2.61,,,,,,,,,,,,,5.0875
S.Shepard,NYG,,8.0,,,,,,,10.84,,,2.82,,,-4.05,,19.2,,,,,7.362
J.Driskel,DEN,,4.81,33.33,7.69,,,,,,,,,,,,,,,,,,15.276666666666666
K.Ballage,NYJ,,4.81,7.34,,,,,,,,,,,,,,,,,,,6.074999999999999
C.Ham,MIN,,5.0,,1.23,,,,1.16,,,,10.42,,0.0,,,,,,,,3.5620000000000003
C.Kirk,ARI,,1.88,,,,,,,,,,0.0,,,,,,,,,,0.94
M.Hardman,KC,,2.4,,,,,12.87,,,,,,,,-2.99,17.09,,,3.25,43.86,,12.746666666666664
J.Wilson,SF,,1.65,16.13,5.17,20.61,,56.85,,,,,35.71,54.65,28.7,40.0,80.62,88.37,,,,,38.95090909090909
D.Thompson,DAL,,2.4,,,,,,,,,,,,,,,,,,,,2.4
D.Carr,LV,,2.59,7.94,23.26,0.69,,25.0,19.62,8.75,4.93,6.74,,6.94,15.19,,-1.92,0.94,,,,,9.282307692307691
K.Smith,ATL,,1.77,,,0.6,,,,1.09,,,,,4.29,,,,,,,,1.9375
J.Chinn,CAR,,1.15,,,,,,19.05,,,,,,,,,,,,,,10.1
M.Davis,CAR,,1.15,56.79,50.0,71.77,46.43,32.43,44.9,2.88,49.23,55.17,51.4,,40.8,51.3,24.78,,,,,,41.35928571428571
S.Martin,DEN,,0.0,,,,,,,,,,,,,,,,,,,,0.0
W.Fuller,HOU,,0.0,,,,,,,,,,,,,,,,,,,,0.0
G.Davis,BUF,,0.0,,,,,,,,,,,,,,,,,,,,0.0
V.Jefferson,LA,,-0.52,,,,,,,,,,,,,,,,,,,,-0.52
N.Mullens,SF,,-1.1,0.0,,,,,,0.0,6.12,,,,,4.67,,,,,,,1.938
L.McCoy,TB,,-4.1,,2.61,,0.63,,,,,,,,29.91,,,,,,,,7.2625
B.Aiyuk,SF,,,33.33,32.76,,,,,,-16.33,,,,,,7.05,,,,,,14.2025
A.McFarland,PIT,,,24.85,,4.41,1.55,6.38,2.08,15.22,,2.83,13.24,71.43,,5.81,,20.0,,,,,15.254545454545456
J.Grant,MIA,,,21.01,,-12.77,,,,,,5.36,,,,,,,,,,,4.533333333333334
A.Gandy-Golden,WAS,,,21.36,,,,,,,,,,,,,,,,,,,21.36
T.Yeldon,BUF,,,17.82,,54.74,,,,,,,,,,,,,,12.5,11.63,,24.1725
R.Bonnafon,CAR,,,19.75,31.55,,,,,,,,,,,,,,,,,,25.65
I.Zuber,NE,,,5.2,4.32,,,,,,,,,,,,,,,,,,4.76
D.Freeman,NYG,,,15.15,24.26,67.42,46.21,5.0,,,,,,,,,,,,,,,31.608000000000004
D.Johnson,PIT,,,5.33,,,,,,8.7,,,,,,,,,,,,,7.015
D.Evans,TEN,,,6.72,,8.63,,,,,,,,,,15.38,1.92,,1.96,,,,6.9220000000000015
J.Hasty,SF,,,9.68,,,30.33,28.93,55.77,5.45,26.53,,,,,,,,,,,,26.115
A.Miller,CHI,,,6.92,,,,,,,,,,2.14,,,,,4.17,,,,4.41
W.Gallman,NYG,,,10.61,33.09,26.97,,21.25,43.56,40.96,35.1,,,,,,,,,,,,30.220000000000002
I.Wright,WAS,,,5.83,13.04,,1.16,,,,,,,,,,,,,,,,6.676666666666666
J.Hurts,PHI,,,2.91,19.35,,11.86,2.08,0.0,,-0.64,5.66,,24.79,43.09,53.85,45.7,28.81,,,,,19.78833333333333
I.McKenzie,BUF,,,3.96,17.46,,,-8.73,,2.94,,,-0.58,,,,3.85,0.0,,,6.98,,3.2350000000000003
A.Thielen,MIN,,,1.77,4.94,1.49,,,,,,,,,,,,,,,,,2.733333333333334
J.Natson,CLE,,,1.9,,,,,,,,,,,,,,,,,,,1.9
T.McLaurin,WAS,,,2.91,,,,,,,30.34,,,,,,,,,,,,16.625
N.Harry,NE,,,0.8,,,,,,,,,-1.82,,,,,,,,,,-0.51
J.Agnew,DET,,,2.22,2.22,,,,37.93,,,,,0.0,21.57,5.69,,,,,,,11.604999999999999
C.Prosise,HOU,,,3.45,,,,,,,,7.27,15.58,,1.85,,,,,,,,7.0375
J.Brissett,IND,,,0.0,,,,,,,1.5,6.43,5.36,0.92,-0.94,1.57,0.79,1.1,0.0,,,,1.673
K.Raymond,TEN,,,-2.24,,,,,,,,,,,,,,,,,,,-2.24
N.Foles,CHI,,,-2.31,-3.57,-2.86,6.35,,,3.57,4.88,,,,,,-1.56,,,,,,0.6428571428571426
A.Isabella,ARI,,,-5.5,,,,,,,,,,,,,,,,,,,-5.5
G.Ward,PHI,,,-3.49,,,,,1.68,,,,,,,,,,,,,,-0.9050000000000001
O.Beckham,CLE,,,,23.78,-0.81,,,,,,,,,,,,,,,,,11.485000000000001
D.Harris,NE,,,,54.05,,16.24,61.7,54.26,44.65,69.94,50.0,42.73,48.48,46.73,,,,,,,,48.87800000000001
G.Everett,LA,,,,3.45,,,,,,,,,,,,,,,,,,3.45
D.Hilliard,CLE,,,,6.19,,38.67,,,,,,,,,,,,,,,,22.43
T.Riddick,LV,,,,15.12,,,,,,,,,8.33,,-2.89,,,,,,,6.853333333333333
T.Higgins,CIN,,,,6.34,,2.04,8.64,5.08,,,,,,,,,,,,,,5.525
D.Samuel,SF,,,,8.62,2.29,-4.92,3.55,,,,,,3.49,8.33,,,,,,,,3.56
G.Minshew II,JAX,,,,10.11,24.0,31.82,15.0,,,,,,,24.18,14.52,,,,,,,19.938333333333336
D.Dallas,SEA,,,,8.16,,,,40.59,54.39,7.08,7.88,,,4.02,,,,,,,,20.35333333333333
B.Hoyer,NE,,,,4.32,,,,,,,,,,,,,,,,,,4.32
A.Erickson,CIN,,,,3.41,,,,,,,2.86,-10.0,,0.0,,,1.36,,,,,-0.47400000000000003
L.Shenault Jr.,JAX,,,,5.62,,2.27,0.0,,,,,4.29,24.19,2.2,1.61,,-3.77,,,,,4.5512500000000005
L.Bowden,MIA,,,,4.85,4.26,,,,,,,,10.0,2.5,3.6,6.15,-10.0,,,,,3.051428571428571
M.Burton,NO,,,,2.44,2.11,,,0.82,0.72,,,,,,,3.79,,,,,,1.9759999999999998
