PLAYER,TEAM,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,AVG
A.Cooper,DAL,87.66,50.83,50.53,58.35,24.68,42.1,75.81,28.46,36.0,,58.12,73.14,42.12,48.1,24.93,46.76,49.93,,,,,49.84499999999999
A.Miller,CHI,46.87,27.2,28.73,25.73,18.7,10.44,30.6,55.06,39.03,62.91,,32.71,33.29,10.06,11.75,17.97,10.11,24.35,,,,28.55941176470588
T.Lockett,SEA,60.58,70.06,74.33,31.48,27.46,,100.26,40.83,41.58,70.13,68.94,26.67,46.65,31.75,68.38,48.96,87.9,37.96,,,,54.93647058823529
C.Davis,TEN,59.17,46.64,34.62,,,,73.88,81.94,40.32,55.36,71.67,48.75,64.8,28.31,63.42,19.46,95.42,16.0,,,,53.31733333333332
T.Kelce,KC,34.79,70.24,34.61,56.17,60.0,68.64,18.33,52.88,60.69,,60.14,34.39,74.44,67.45,55.95,70.96,,,62.0,84.11,77.58,57.965
S.Diggs,BUF,52.74,85.1,37.55,67.32,76.29,78.59,69.26,112.15,74.26,45.76,,83.17,58.04,76.76,82.56,63.91,44.02,68.05,83.45,71.27,,70.01315789473684
T.Hockenson,DET,22.44,25.15,55.18,30.56,,33.04,38.39,50.18,42.66,28.24,47.04,39.35,44.54,62.65,23.55,43.73,16.32,,,,,37.688750000000006
R.Woods,LA,53.02,47.43,31.79,45.32,48.04,65.16,37.54,31.23,,28.54,66.15,94.03,53.62,73.33,55.27,55.58,34.25,61.47,76.76,,,53.25166666666667
W.Snead,BAL,36.08,18.95,12.23,16.91,16.55,19.64,,67.8,41.55,50.62,50.06,,,57.39,7.71,19.93,,14.67,24.84,,,30.328666666666663
A.Lazard,GB,22.13,40.67,65.77,,,,,,,,25.65,47.1,31.08,21.2,59.46,16.04,37.62,,60.62,35.47,,38.567499999999995
A.Kamara,NO,41.27,36.85,56.32,35.12,39.41,,26.38,47.56,22.73,57.61,4.06,16.0,15.9,42.3,22.81,31.66,,11.74,30.49,,,31.659411764705883
K.Cole,JAX,61.88,30.38,30.16,,,,,,,,,,,,,,,,,,,40.806666666666665
T.Hill,KC,51.46,63.61,40.37,62.91,51.81,20.79,103.41,41.74,99.72,,68.86,83.68,60.32,63.25,44.39,39.44,,,69.24,74.72,53.67,60.743888888888904
M.Brown,BAL,67.3,57.69,56.94,94.4,73.41,66.12,,13.47,69.24,59.26,29.61,120.19,111.55,63.62,65.46,34.18,94.69,95.76,63.05,,,68.66333333333334
D.Njoku,CLE,22.63,,,,4.77,19.28,27.08,24.17,,,12.38,,3.0,17.6,11.16,14.79,38.62,5.32,32.01,,,17.908461538461538
C.Godwin,TB,46.78,,34.18,,,49.2,44.4,,41.59,33.69,43.42,48.1,,32.74,26.2,54.51,50.16,68.43,43.48,62.97,25.46,44.08187500000001
L.Thomas,WAS,60.33,55.04,45.22,21.34,39.95,26.76,48.56,,40.21,29.98,42.33,34.74,49.24,53.99,58.99,53.15,47.4,55.07,,,,44.84117647058823
J.Smith,TEN,30.24,43.34,56.38,,45.24,10.09,24.66,14.65,18.52,52.52,29.52,,,17.42,36.28,57.99,13.4,20.29,,,,31.369333333333334
O.Howard,TB,43.69,19.74,28.29,32.46,,,,,,,,,,,,,,,,,,31.045
P.Campbell,IND,55.27,,,,,,,,,,,,,,,,,,,,,55.27
D.Amendola,DET,38.21,58.6,31.12,19.61,,13.06,27.99,22.76,45.89,11.45,,,26.32,39.1,22.76,57.59,12.57,,,,,30.50214285714286
J.Cook,NO,67.04,39.63,27.13,,21.77,,27.03,47.71,24.84,35.48,9.49,49.3,31.23,28.22,45.21,36.3,43.81,53.37,48.1,,,37.39176470588236
L.Shenault,JAX,58.32,21.82,29.48,,,,,,,,,,,,,,,,,,,36.54
J.Taylor,IND,14.72,9.12,6.0,6.26,11.85,13.46,,9.09,4.69,6.14,14.72,,16.19,10.0,29.02,,11.54,11.32,,,,11.607999999999999
G.Olsen,SEA,23.63,7.6,33.07,45.12,7.9,,15.37,21.39,14.76,25.03,15.64,,,,,14.35,,,,,,20.350909090909088
A.Robinson,CHI,66.38,73.69,53.13,60.3,85.32,56.96,27.34,44.72,46.34,70.87,,57.52,56.91,111.1,68.41,75.83,31.41,52.95,,,,61.12823529411764
S.Miller,TB,39.14,22.43,50.13,44.0,,22.33,60.59,40.79,23.29,3.72,,8.13,,29.6,12.44,9.72,20.58,6.37,16.13,17.57,,25.11529411764706
H.Henry,LAC,56.97,59.42,33.73,32.34,48.07,,36.0,15.67,38.29,47.38,37.17,47.98,9.02,41.21,45.3,,,,,,,39.18214285714286
E.Elliott,DAL,18.13,20.68,24.58,21.37,10.86,27.91,16.03,7.89,14.58,,8.98,12.89,22.16,21.31,,19.7,12.11,,,,,17.278666666666663
S.Barkley,NYG,43.54,,,,,,,,,,,,,,,,,,,,,43.54
J.Akins,HOU,15.84,35.78,21.09,20.9,,,,,32.21,7.26,39.04,20.19,16.11,48.72,34.2,22.1,9.68,,,,,24.855384615384615
D.Johnson,PIT,69.59,71.9,23.34,,4.05,,72.76,31.87,47.34,53.94,71.36,56.83,48.18,,,,,,,,,50.10545454545454
D.Chark,JAX,35.09,26.85,,,,,,,,,,,,,,,,,,,,30.970000000000002
J.Graham,CHI,36.58,9.75,38.4,22.73,31.93,44.94,27.82,37.41,22.36,16.87,,21.26,10.82,18.66,32.33,37.98,7.6,16.68,,,,25.536470588235293
J.Washington,PIT,30.0,26.11,43.94,,18.71,83.9,4.11,5.88,15.27,8.99,21.82,16.08,26.83,53.19,28.94,13.65,13.34,21.72,,,,25.439999999999994
J.Landry,CLE,42.99,28.98,35.79,53.0,58.37,47.09,37.28,110.25,,62.81,20.97,97.62,60.34,38.38,56.04,,43.76,47.42,58.43,,,52.91294117647058
T.McLaurin,WAS,54.76,71.32,56.86,94.98,93.62,77.87,118.8,,59.34,41.08,94.62,110.42,36.11,55.11,57.36,,78.66,37.85,,,,71.1725
J.McKinnon,SF,32.45,8.69,23.72,31.39,23.79,17.45,,22.12,19.52,14.72,,17.3,,,7.11,29.1,5.63,,,,,19.46076923076923
M.Williams,LAC,77.92,36.35,6.61,,66.67,,20.27,59.63,43.73,52.77,49.33,26.36,49.95,,13.27,76.41,63.04,,,,,45.87928571428571
C.Lamb,DAL,34.44,41.07,28.96,30.67,89.57,53.12,54.09,28.0,54.53,,37.0,40.6,47.0,28.06,56.4,40.89,35.18,,,,,43.72374999999999
C.Edmonds,ARI,20.99,22.25,9.98,32.97,29.86,18.2,25.31,,17.31,15.28,21.14,24.82,27.46,21.08,21.22,8.88,11.12,,,,,20.491875
Z.Ertz,PHI,32.68,41.47,58.15,35.63,29.94,49.47,,,,,,,33.37,25.89,40.66,39.07,39.09,,,,,38.67454545454545
S.Shepard,NYG,36.91,27.61,,,,,66.19,55.18,48.1,43.96,,49.77,69.61,46.48,48.32,58.77,87.31,,,,,53.18416666666667
J.Edelman,NE,97.54,73.27,71.21,35.1,,50.0,29.4,,,,,,,,,,,,,,,59.419999999999995
A.Humphries,TEN,38.23,56.19,44.65,,,33.89,25.98,21.91,,,,,20.37,,,,,,,,,34.459999999999994
Z.Moss,BUF,15.63,,,,,,12.0,9.12,9.32,6.43,,13.09,3.02,5.57,,3.94,4.2,19.16,,,,9.225454545454546
D.Waller,LV,55.9,101.34,26.97,53.32,44.2,,47.5,46.9,84.16,60.06,47.72,41.86,74.24,53.14,97.41,53.25,61.61,,,,,59.348749999999995
E.Sanders,NO,35.13,20.35,49.53,85.25,69.09,,,,34.79,7.2,54.3,12.75,32.96,40.18,40.69,43.01,97.76,18.17,62.13,,,43.955625
A.Green,CIN,70.32,63.92,29.88,39.79,11.32,70.4,74.31,36.62,,38.01,46.97,42.66,8.57,55.54,53.0,52.31,74.69,,,,,48.019375
C.Beasley,BUF,35.6,34.61,49.42,27.79,29.23,59.64,62.49,19.4,18.61,64.98,,31.58,73.93,48.48,55.2,26.09,,39.06,10.08,42.51,,40.48333333333334
C.Herndon,NYJ,44.62,26.53,38.67,16.25,18.37,,,14.66,,,23.31,,,9.34,44.96,28.95,58.33,,,,,29.453636363636363
J.Jeudy,DEN,61.47,41.14,57.86,39.45,,44.5,30.78,76.66,78.01,52.29,67.1,31.57,35.74,37.08,57.59,78.66,45.42,,,,,52.2075
M.Jones,DET,42.44,40.85,25.66,18.59,,34.34,42.9,42.14,21.59,82.85,52.19,77.5,77.83,65.43,73.03,20.76,85.51,,,,,50.225624999999994
D.Moore,CAR,63.65,89.6,62.88,40.93,38.02,94.97,52.62,62.81,14.99,77.13,85.87,72.58,,,58.34,87.36,77.21,,,,,65.264
T.Hilton,IND,55.76,57.81,36.11,40.31,77.71,23.76,,9.4,,36.96,51.11,31.61,83.44,76.82,57.77,55.27,87.13,35.81,,,,51.04875
N.Agholor,LV,15.36,5.0,23.42,24.96,19.75,,68.83,19.14,37.25,42.06,90.41,39.82,66.03,58.83,61.12,56.91,38.01,,,,,41.68124999999999
A.Brown,TEN,45.66,,,,81.86,46.08,64.71,43.42,104.01,42.47,52.07,76.17,50.16,98.43,46.08,77.49,89.25,102.0,,,,67.99066666666667
N.Harry,NE,62.62,57.49,42.6,33.82,,24.45,16.24,,,,41.54,20.31,36.46,65.03,19.53,59.37,15.39,,,,,38.06538461538461
C.Samuel,CAR,51.85,9.65,29.94,25.08,32.48,,40.11,46.9,47.47,33.04,61.62,30.5,,49.23,61.31,44.89,61.32,,,,,41.692666666666675
D.Parker,MIA,31.15,42.97,66.18,57.61,28.92,65.57,,14.23,62.51,65.6,54.2,90.5,45.2,10.98,,,59.77,,,,,49.67071428571429
J.Jacobs,LV,32.58,10.3,18.75,18.14,14.78,,16.66,6.82,7.27,28.59,6.11,10.44,,20.63,15.46,9.77,4.56,,,,,14.724
O.Johnson,MIN,34.08,31.49,,15.17,7.37,,,,,6.57,6.7,41.15,,,,4.2,,,,,,18.34125
C.Uzomah,CIN,32.5,22.45,,,,,,,,,,,,,,,,,,,,27.475
H.Ruggs,LV,67.22,28.46,,,38.28,,22.05,57.77,37.99,47.32,5.18,48.38,23.43,11.77,,22.77,19.42,,,,,33.08
G.Kittle,SF,31.52,,,91.21,44.03,78.26,63.44,24.92,,,,,,,,60.45,59.14,,,,,56.621249999999996
G.Ward,PHI,29.85,4.75,50.51,59.16,24.7,17.14,29.59,33.63,,26.71,22.46,12.0,45.88,45.55,23.55,19.47,17.18,,,,,28.883124999999996
C.Kupp,LA,37.51,42.67,73.26,51.75,60.89,54.94,34.74,80.79,,44.32,57.84,34.76,41.27,49.67,31.51,44.26,,101.33,,,,52.594375
S.Sims,WAS,19.52,37.65,,,,,,,5.74,24.2,24.29,10.52,28.94,17.36,7.97,30.15,9.72,20.97,,,,19.7525
M.Gallup,DAL,41.05,34.94,45.4,24.21,38.56,36.38,22.15,66.42,43.87,,44.29,51.37,61.8,69.75,28.86,66.48,52.03,,,,,45.472500000000004
J.Doyle,IND,23.47,,,8.66,12.71,15.61,,18.88,9.54,,10.73,4.34,5.77,23.36,12.81,37.93,18.8,50.55,,,,18.082857142857144
K.Allen,LAC,60.17,77.08,97.41,91.75,14.66,,67.79,60.24,54.97,46.88,75.8,45.45,54.41,56.38,16.02,,,,,,,58.50071428571429
L.Fitzgerald,ARI,25.73,36.37,18.32,23.4,39.76,35.49,33.96,,44.24,32.82,49.69,,,17.2,26.79,32.38,,,,,,32.01153846153846
T.Boyd,CIN,29.86,27.09,72.14,51.31,53.23,48.06,54.25,47.28,,44.71,51.46,45.11,48.57,58.4,26.4,,33.13,,,,,46.06666666666667
D.Singletary,BUF,26.92,11.69,28.59,28.12,3.62,12.83,17.54,9.12,12.25,13.0,,10.97,19.3,3.11,10.76,8.98,4.81,15.51,11.55,10.21,,13.625263157894736
Q.Cephus,DET,60.86,20.97,,,,,,,11.19,15.59,13.39,11.85,27.73,11.05,27.83,14.0,32.56,,,,,22.456363636363633
M.Evans,TB,32.7,67.09,21.59,43.88,58.51,14.45,12.59,47.34,34.88,64.76,49.89,59.53,,52.52,40.6,71.63,23.25,69.13,26.4,62.05,11.94,43.23649999999999
J.Wims,CHI,8.94,15.69,5.8,,,,16.16,5.16,,,,,8.51,,10.49,,24.33,52.44,,,,16.39111111111111
M.Pruitt,TEN,4.06,,10.96,,,,,5.86,,,,,9.7,,22.69,,,,,,,10.654
T.Higbee,LA,38.37,42.47,21.76,24.46,13.41,22.68,,12.29,,44.21,16.07,12.79,43.94,19.87,38.4,35.79,27.16,27.15,13.58,,,26.72941176470588
A.Mattison,MIN,26.21,13.58,,,11.04,13.6,,,,,,,,,6.31,,12.1,,,,,13.806666666666665
T.Patrick,DEN,38.29,31.26,25.33,63.23,,84.55,28.71,,45.59,29.8,65.05,51.93,37.99,39.56,23.23,18.96,24.92,,,,,40.559999999999995
C.McCaffrey,CAR,18.15,18.99,,,,,,,40.25,,,,,,,,,,,,,25.796666666666667
H.Hurst,ATL,25.32,43.81,13.66,39.95,39.17,22.02,37.23,45.84,42.62,,10.79,44.2,20.11,17.92,19.16,36.99,31.53,,,,,30.645000000000003
D.Mooney,CHI,17.51,25.73,25.27,55.23,36.14,46.1,54.36,43.85,61.87,10.64,,58.75,43.78,6.66,51.23,36.78,70.43,,,,,40.270624999999995
M.Boykin,BAL,30.86,44.84,21.95,36.12,13.29,26.0,,26.02,9.78,,,,52.54,12.54,18.98,21.14,36.32,17.45,21.52,,,25.956666666666667
D.Jackson,PHI,53.81,51.52,27.5,,,,26.39,,,,,,,,,13.24,,,,,,34.492000000000004
M.Gaskin,MIA,19.44,22.34,41.88,12.23,27.51,19.1,,39.13,,,,,11.41,,,25.29,11.06,,,,,22.939
J.Reagor,PHI,32.58,18.74,,,,,,57.19,,49.65,33.68,38.83,14.06,50.17,49.21,41.65,9.34,,,,,35.918181818181814
Da.Johnson,HOU,17.94,27.68,21.58,19.19,21.54,9.57,18.08,,4.9,,,,10.98,,,,,,,,,16.828888888888887
P.Williams,MIA,64.0,31.01,18.4,21.06,58.01,35.24,,65.54,52.48,,,,,,,,,,,,,43.2175
J.Williams,GB,13.54,,5.0,41.52,,4.38,20.86,24.52,,17.12,10.51,,10.03,,10.41,,,,,11.86,,15.431818181818182
M.Brown,LA,10.14,,7.54,32.05,9.59,16.52,7.3,6.44,,6.82,3.61,9.16,4.78,8.1,3.08,12.49,2.87,7.1,6.54,,,9.066470588235292
G.Bernard,CIN,20.71,19.74,10.9,,9.66,11.74,14.14,17.74,,31.33,18.54,16.66,7.66,13.21,13.49,35.62,20.34,,,,,17.432
M.Mack,IND,9.54,,,,,,,,,,,,,,,,,,,,,9.54
J.White,NE,27.15,,,30.99,,35.71,7.57,29.16,18.82,15.6,30.25,4.82,26.86,12.06,30.59,28.42,36.79,,,,,23.913571428571426
M.Gesicki,MIA,40.62,61.27,43.89,18.61,47.49,19.9,,38.55,34.74,51.19,31.71,31.96,63.63,29.82,,55.4,41.87,,,,,40.71
C.Claypool,PIT,20.44,23.3,29.49,,100.31,46.03,2.01,70.84,73.18,64.01,52.43,48.55,25.97,44.22,53.7,28.3,78.5,23.59,,,,46.168823529411775
D.Moore,SEA,13.88,30.14,3.27,34.98,28.6,,14.56,15.83,36.72,13.87,10.7,12.97,9.38,40.39,31.24,15.78,3.7,5.07,,,,18.88705882352941
J.Grant,MIA,20.58,2.3,14.3,29.85,24.02,29.6,,23.72,34.83,47.7,51.48,9.73,46.0,25.96,,34.22,,,,,,28.163571428571426
K.Bourne,SF,41.48,66.96,42.39,35.5,21.8,32.42,7.75,54.02,,27.98,,31.42,34.91,49.66,27.63,13.98,36.93,,,,,34.98866666666666
D.Booker,LV,16.5,4.7,,,5.62,,9.67,6.33,,7.48,5.18,16.22,6.1,10.66,,8.86,,,,,,8.847272727272726
O.Beckham,CLE,69.67,72.71,76.46,82.64,50.14,38.02,,,,,,,,,,,,,,,,64.93999999999998
L.Bell,NYJ,13.99,,,,5.52,,,,,,,,,,,,,,,,,9.754999999999999
K.Juszczyk,SF,15.6,6.41,5.3,11.52,6.28,22.89,21.18,11.38,3.79,4.9,,17.77,3.84,11.31,11.3,25.12,16.31,,,,,12.181250000000002
A.Peterson,DET,11.36,,3.89,9.25,,7.19,4.68,3.75,18.07,4.68,4.68,,2.72,1.36,,,,,,,,6.511818181818183
A.Jones,GB,22.49,55.42,23.15,27.39,,28.42,,,22.86,21.99,17.39,9.49,13.19,15.93,17.99,21.85,26.76,,10.07,19.83,,22.13875
D.Robinson,KC,48.12,19.78,7.76,,20.83,60.27,7.94,26.9,14.7,,42.0,26.02,9.91,5.95,13.98,13.66,61.97,,27.45,,10.03,24.54529411764706
K.Hunt,CLE,25.93,19.08,26.39,,16.21,18.3,18.74,14.37,,32.0,8.88,20.16,11.04,28.11,15.31,15.52,6.72,2.59,3.22,,,16.621764705882352
K.Rudolph,MIN,17.3,13.15,19.18,18.79,12.1,22.54,,13.51,38.06,35.98,17.41,38.57,13.48,,,,,,,,,21.6725
M.Thomas,NO,43.98,,,,,,,,44.07,85.74,131.0,118.66,73.06,52.34,,,,55.65,22.95,,,69.71666666666665
B.Perriman,NYJ,32.8,11.8,,,,56.18,22.43,,69.49,,44.51,74.26,56.78,66.9,15.47,58.06,54.86,,,,,46.961666666666666
I.McKenzie,BUF,6.43,10.88,8.48,5.69,12.87,4.9,7.57,,8.87,3.79,,,11.97,4.49,3.76,16.16,52.95,,7.7,4.54,,10.690624999999999
J.Jefferson,MIN,19.93,30.96,91.75,57.79,33.68,78.37,,90.46,58.38,79.44,54.95,69.9,82.07,62.63,94.82,68.33,75.37,,,,,65.55187500000001
D.Knox,BUF,14.6,19.04,,13.06,11.97,,,,,19.32,,7.45,18.27,34.7,25.8,25.59,46.46,13.8,9.22,33.73,,20.929285714285722
D.Henry,TEN,12.17,12.5,16.14,,9.55,15.36,9.18,5.0,,8.98,7.98,24.53,3.73,10.13,10.6,,,18.43,,,,11.734285714285717
D.Swift,DET,19.8,28.26,9.04,22.96,,24.29,24.05,17.08,23.19,20.48,,,,17.44,17.49,26.34,11.42,,,,,20.141538461538463
R.Cobb,HOU,21.71,35.74,38.18,30.09,32.21,23.09,62.05,,19.16,42.39,9.0,,,,,,,,,,,31.362000000000002
T.Pollard,DAL,11.35,2.27,2.14,5.08,9.79,11.77,7.14,6.74,9.32,,,11.84,2.97,14.06,37.69,16.18,14.29,,,,,10.842
H.Renfrow,LV,13.32,20.55,73.92,44.15,16.14,,32.34,35.27,33.51,15.94,17.5,47.09,28.82,29.28,12.76,25.92,36.08,,,,,30.161875000000002
D.Inman,WAS,44.77,35.62,42.22,25.79,2.46,29.51,,,,,,10.52,,,,,,,,,,27.270000000000003
V.Jefferson,LA,47.68,43.09,8.35,17.18,,4.51,8.66,9.76,,7.7,4.42,,30.4,,5.76,4.92,53.74,,56.64,,,21.629285714285714
D.Arnold,ARI,10.3,29.49,15.33,27.9,,,20.54,,9.98,23.9,13.7,30.34,22.27,40.26,36.61,30.16,26.2,,,,,24.07
B.Cooks,HOU,35.81,67.21,39.57,22.38,81.84,48.3,51.52,,84.78,59.21,32.97,45.89,51.22,,45.55,81.17,97.06,,,,,56.298666666666655
M.Alie-Cox,IND,7.98,60.61,28.28,12.81,9.68,,,27.13,19.68,21.06,15.56,9.52,32.54,4.99,12.81,5.15,,19.2,,,,19.133333333333333
B.Scott,PHI,6.34,9.89,2.75,,,15.21,20.5,13.07,,5.66,16.34,24.02,16.94,3.51,3.01,,37.8,,,,,13.464615384615382
D.Fells,HOU,10.99,25.62,15.04,13.6,13.92,38.32,,,10.63,5.36,12.35,,4.95,5.94,,14.25,,,,,,14.2475
J.Robinson,JAX,3.57,12.52,23.0,21.99,18.29,15.82,34.33,,5.52,19.15,10.91,24.93,18.84,11.4,19.5,,,,,,,17.126428571428573
Z.Pascal,IND,17.53,30.08,52.39,76.2,8.54,43.98,,47.0,29.91,26.33,23.94,34.36,6.88,21.15,54.25,39.78,44.41,25.85,,,,34.26941176470588
M.Gordon,DEN,13.35,13.72,23.41,17.86,,,16.05,29.01,4.14,6.39,,,9.78,11.95,20.43,,17.79,,,,,15.323333333333332
J.Ross III,CIN,36.35,8.38,,,,,,,,,,,,,,,,,,,,22.365000000000002
M.Thomas,CIN,19.59,13.92,7.52,5.05,8.59,16.02,18.68,,,13.22,,,,8.52,,4.8,,,,,,11.591
C.Board,NYG,11.53,19.12,23.83,7.52,,40.12,,,8.89,,,5.12,5.76,,,10.58,,,,,,14.718888888888891
K.Smith,NYG,8.65,14.51,11.73,6.85,6.81,25.56,,6.92,4.98,11.3,,,6.9,7.55,4.44,,6.24,,,,,9.418461538461539
R.Jones,TB,13.81,6.77,19.57,29.01,22.69,10.51,6.94,14.83,14.68,8.56,2.7,8.39,,17.62,,,,,5.64,,3.19,12.327333333333332
M.Hall,DET,18.99,17.33,,13.97,,21.39,13.92,48.01,37.3,32.06,17.35,22.01,,,,,,,,,,24.232999999999997
I.Thomas,CAR,11.58,,13.69,32.25,7.66,6.69,7.81,20.16,14.66,7.69,,9.38,,22.39,25.13,,16.4,,,,,15.037692307692307
G.Davis,BUF,8.7,5.45,32.44,13.39,52.2,6.83,21.67,39.74,30.83,17.38,,66.89,31.14,46.88,29.03,42.41,36.28,33.81,29.97,15.65,,29.509999999999998
R.Izzo,NE,27.58,9.61,8.07,26.81,,28.57,7.57,24.97,,14.94,29.7,,9.72,,,,,,,,,18.753999999999998
A.Hooper,CLE,11.97,33.72,29.49,50.38,60.68,44.48,,,,25.55,48.13,12.45,14.42,,37.71,66.99,40.83,76.71,23.17,,,38.44533333333333
J.Adams,NYJ,10.46,,,,,,,,,,,,,11.8,,,18.18,,,,,13.479999999999999
I.Ford,MIA,34.49,44.38,21.32,51.7,17.38,,,8.6,,,,,,,26.6,36.58,35.17,,,,,30.69111111111111
J.Reed,SF,10.93,58.55,39.86,,,,,,12.57,35.01,,60.66,23.54,28.42,25.01,31.65,,,,,,32.61999999999999
I.Smith,ATL,8.2,,8.22,11.72,,5.16,4.16,,,,,17.4,8.65,3.61,10.22,4.41,14.64,,,,,8.762727272727272
R.Gronkowski,TB,18.13,9.67,38.33,21.48,28.71,72.02,49.03,19.83,36.41,26.95,28.99,38.82,,23.16,37.1,14.52,21.14,4.76,37.47,3.45,59.28,29.4625
M.Pittman,IND,9.19,50.7,26.94,,,,,5.16,53.84,53.12,16.1,51.06,27.36,35.31,25.01,43.83,17.09,49.39,,,,33.15
E.Engram,NYG,35.76,46.29,32.43,49.71,13.63,41.24,72.41,50.93,71.97,22.86,,59.38,84.51,30.95,47.62,51.82,34.24,,,,,46.60937500000001
P.Laird,MIA,9.72,,,,,5.81,,,5.47,,9.68,,14.89,3.55,17.96,,,,,,,9.582857142857142
J.Conner,PIT,18.68,9.42,24.53,,11.8,4.89,16.09,11.96,6.1,6.88,8.27,,,,,13.88,27.9,13.68,,,,13.390769230769232
A.Gibson,WAS,8.03,11.05,10.2,15.99,16.95,17.39,6.43,,10.58,9.98,14.51,44.36,,,,12.48,5.18,10.71,,,,13.845714285714285
E.Ebron,PIT,22.8,33.02,41.77,,41.83,37.48,41.34,32.78,25.96,25.65,32.99,48.62,44.26,33.81,8.5,29.95,,29.3,,,,33.12875
W.Dissly,SEA,8.91,7.6,8.26,10.72,8.72,,16.22,3.34,5.6,13.22,8.85,,23.1,9.07,,17.87,12.32,12.42,,,,11.081333333333331
B.Hill,ATL,6.66,7.74,12.16,8.26,8.32,9.5,11.97,15.0,4.5,,,3.74,,5.96,6.93,13.83,13.54,,,,,9.150714285714285
D.Hamilton,DEN,31.81,12.49,,33.05,,18.76,15.71,32.59,7.79,33.68,,33.71,,11.12,,52.01,43.48,,,,,27.183333333333337
D.Williams,KC,6.04,3.68,5.89,9.35,19.58,,,,,,,,,,,,,,,,,8.908
J.Reynolds,LA,7.62,18.04,47.99,34.11,41.34,35.34,77.12,40.3,,67.19,41.6,48.13,10.78,21.09,11.54,50.94,30.39,,45.38,,,36.99411764705883
F.Swain,SEA,6.34,6.64,4.6,16.67,11.72,,4.42,,13.6,23.82,,,11.89,22.7,4.61,,17.9,10.74,,,,11.973076923076924
T.Taylor,SF,33.7,26.59,5.56,6.07,,11.79,,23.32,25.77,,,,,,,,,,,,,18.97142857142857
